Date,Close
7/1/2015 16:00:00,82.37
7/2/2015 16:00:00,83.14
7/6/2015 16:00:00,82.53
7/7/2015 16:00:00,82.87
7/8/2015 16:00:00,81.97
7/9/2015 16:00:00,81.6
7/10/2015 16:00:00,82.22
7/13/2015 16:00:00,82.42
7/14/2015 16:00:00,83.11
7/15/2015 16:00:00,82.76
7/16/2015 16:00:00,82.91
7/17/2015 16:00:00,82.61
7/20/2015 16:00:00,81.76
7/21/2015 16:00:00,81.66
7/22/2015 16:00:00,81.79
7/23/2015 16:00:00,81.14
7/24/2015 16:00:00,79.94
7/27/2015 16:00:00,79.26
7/28/2015 16:00:00,82.48
7/29/2015 16:00:00,83.14
7/30/2015 16:00:00,83.01
7/31/2015 16:00:00,79.21
8/3/2015 16:00:00,78.06
8/4/2015 16:00:00,77.17
8/5/2015 16:00:00,77.17
8/6/2015 16:00:00,78.09
8/7/2015 16:00:00,76.83
8/10/2015 16:00:00,78.75
8/11/2015 16:00:00,77.49
8/12/2015 16:00:00,78.79
8/13/2015 16:00:00,78.65
8/14/2015 16:00:00,78.36
8/17/2015 16:00:00,78.77
8/18/2015 16:00:00,77.9
8/19/2015 16:00:00,76.23
8/20/2015 16:00:00,74.57
8/21/2015 16:00:00,72.13
8/24/2015 16:00:00,68.72
8/25/2015 16:00:00,68.71
8/26/2015 16:00:00,72.5
8/27/2015 16:00:00,74.85
8/28/2015 16:00:00,75.07
8/31/2015 16:00:00,75.24
9/1/2015 16:00:00,72.08
9/2/2015 16:00:00,73.23
9/3/2015 16:00:00,73.79
9/4/2015 16:00:00,72.46
9/8/2015 16:00:00,73.5
9/9/2015 16:00:00,72
9/10/2015 16:00:00,72.52
9/11/2015 16:00:00,72.69
9/14/2015 16:00:00,72.49
9/15/2015 16:00:00,72.86
9/16/2015 16:00:00,74.3
9/17/2015 16:00:00,74.46
9/18/2015 16:00:00,72.68
9/21/2015 16:00:00,73.39
9/22/2015 16:00:00,72.74
9/23/2015 16:00:00,72.3
9/24/2015 16:00:00,72.73
9/25/2015 16:00:00,73.23
9/28/2015 16:00:00,72.6
9/29/2015 16:00:00,72.97
9/30/2015 16:00:00,74.35
10/1/2015 16:00:00,74.06
10/2/2015 16:00:00,75.88
10/5/2015 16:00:00,76.81
10/6/2015 16:00:00,77.89
10/7/2015 16:00:00,79.2
10/8/2015 16:00:00,80.03
10/9/2015 16:00:00,79.26
10/12/2015 16:00:00,79.3
10/13/2015 16:00:00,79.16
10/14/2015 16:00:00,80.16
10/15/2015 16:00:00,81.48
10/16/2015 16:00:00,82.48
10/19/2015 16:00:00,80.99
10/20/2015 16:00:00,80.83
10/21/2015 16:00:00,80.21
10/22/2015 16:00:00,82.89
10/23/2015 16:00:00,82.98
10/26/2015 16:00:00,81.22
10/27/2015 16:00:00,81.09
10/28/2015 16:00:00,82.28
10/29/2015 16:00:00,82.23
10/30/2015 16:00:00,82.74
11/2/2015 16:00:00,85.28
11/3/2015 16:00:00,86.85
11/4/2015 16:00:00,85.98
11/5/2015 16:00:00,84.81
11/6/2015 16:00:00,84.47
11/9/2015 16:00:00,81.95
11/10/2015 16:00:00,82.35
11/11/2015 16:00:00,81.62
11/12/2015 16:00:00,79.41
11/13/2015 16:00:00,78.1
11/16/2015 16:00:00,80.9
11/17/2015 16:00:00,79.96
11/18/2015 16:00:00,80.74
11/19/2015 16:00:00,80.3
11/20/2015 16:00:00,79.79
11/23/2015 16:00:00,80.28
11/24/2015 16:00:00,81.88
11/25/2015 16:00:00,81.25
11/27/2015 16:00:00,81.23
11/30/2015 16:00:00,81.66
12/1/2015 16:00:00,81.89
12/2/2015 16:00:00,79.55
12/3/2015 16:00:00,78.41
12/4/2015 16:00:00,78.86
12/7/2015 16:00:00,76.8
12/8/2015 16:00:00,74.63
12/9/2015 16:00:00,75.63
12/10/2015 16:00:00,75.69
12/11/2015 16:00:00,74.34
12/14/2015 16:00:00,76.03
12/15/2015 16:00:00,79.43
12/16/2015 16:00:00,79.15
12/17/2015 16:00:00,77.96
12/18/2015 16:00:00,77.28
12/21/2015 16:00:00,77.26
12/22/2015 16:00:00,77.65
12/23/2015 16:00:00,80.19
12/24/2015 16:00:00,79.33
12/28/2015 16:00:00,78.74
12/29/2015 16:00:00,79.16
12/30/2015 16:00:00,78.11
12/31/2015 16:00:00,77.95
1/4/2016 16:00:00,77.46
1/5/2016 16:00:00,78.12
1/6/2016 16:00:00,77.47
1/7/2016 16:00:00,76.23
1/8/2016 16:00:00,74.69
1/11/2016 16:00:00,73.69
1/12/2016 16:00:00,75.2
1/13/2016 16:00:00,75.65
1/14/2016 16:00:00,79.12
1/15/2016 16:00:00,77.58
1/19/2016 16:00:00,76.4
1/20/2016 16:00:00,73.18
1/21/2016 16:00:00,74.1
1/22/2016 16:00:00,76.57
1/25/2016 16:00:00,73.98
1/26/2016 16:00:00,76.7
1/27/2016 16:00:00,75.29
1/28/2016 16:00:00,76.99
1/29/2016 16:00:00,77.85
2/1/2016 16:00:00,76.29
2/2/2016 16:00:00,74.59
2/3/2016 16:00:00,78.48
2/4/2016 16:00:00,79.83
2/5/2016 16:00:00,80.08
2/8/2016 16:00:00,81.16
