Date,Close
3/14/2018 16:00:00,0.68
3/21/2018 16:00:00,0.71
3/23/2018 16:00:00,0.7
4/6/2018 16:00:00,0.7
4/10/2018 16:00:00,0.69
4/11/2018 16:00:00,0.69
4/12/2018 16:00:00,0.73
4/18/2018 16:00:00,0.73
4/19/2018 16:00:00,0.75
4/26/2018 16:00:00,0.73
5/8/2018 16:00:00,0.73
5/9/2018 16:00:00,0.76
5/11/2018 16:00:00,0.76
5/17/2018 16:00:00,0.8
5/18/2018 16:00:00,0.82
5/24/2018 16:00:00,0.78
5/25/2018 16:00:00,0.79
5/30/2018 16:00:00,0.83
5/31/2018 16:00:00,0.83
6/6/2018 16:00:00,0.82
6/7/2018 16:00:00,0.85
6/20/2018 16:00:00,0.74
6/22/2018 16:00:00,0.72
6/25/2018 16:00:00,0.74
6/27/2018 16:00:00,0.74
7/9/2018 16:00:00,0.72
7/17/2018 16:00:00,0.7
7/24/2018 16:00:00,0.71
7/26/2018 16:00:00,0.73
7/30/2018 16:00:00,0.77
8/1/2018 16:00:00,0.73
8/2/2018 16:00:00,0.71
8/13/2018 16:00:00,0.73
8/22/2018 16:00:00,0.74
8/24/2018 16:00:00,0.73
8/27/2018 16:00:00,0.75
8/30/2018 16:00:00,0.76
8/31/2018 16:00:00,0.76
9/6/2018 16:00:00,0.72
9/7/2018 16:00:00,0.72
9/12/2018 16:00:00,0.75
9/25/2018 16:00:00,0.79
10/1/2018 16:00:00,0.8
10/8/2018 16:00:00,0.79
10/10/2018 16:00:00,0.78
10/17/2018 16:00:00,0.76
10/18/2018 16:00:00,0.76
10/29/2018 16:00:00,0.68
10/30/2018 16:00:00,0.72
11/1/2018 16:00:00,0.73
11/5/2018 16:00:00,0.73
11/13/2018 16:00:00,0.73
11/16/2018 16:00:00,0.73
11/20/2018 16:00:00,0.69
11/27/2018 16:00:00,0.67
11/29/2018 16:00:00,0.71
11/30/2018 16:00:00,0.71
12/4/2018 16:00:00,0.72
12/11/2018 16:00:00,0.66
12/12/2018 16:00:00,0.67
12/13/2018 16:00:00,0.7
12/14/2018 16:00:00,0.68
12/18/2018 16:00:00,0.66
12/28/2018 16:00:00,0.61
12/31/2018 16:00:00,0.61
1/2/2019 16:00:00,0.61
1/9/2019 16:00:00,0.64
1/10/2019 16:00:00,0.66
1/22/2019 16:00:00,0.66
1/23/2019 16:00:00,0.61
1/30/2019 16:00:00,0.62
2/5/2019 16:00:00,0.64
2/21/2019 16:00:00,0.66
2/22/2019 16:00:00,0.66
3/18/2019 16:00:00,0.65
3/25/2019 16:00:00,0.63
3/26/2019 16:00:00,0.63
4/2/2019 16:00:00,0.66
4/8/2019 16:00:00,0.67
4/16/2019 16:00:00,0.65
4/18/2019 16:00:00,0.64
4/22/2019 16:00:00,0.65
4/29/2019 16:00:00,0.64
5/9/2019 16:00:00,0.6
5/20/2019 16:00:00,0.59
5/22/2019 16:00:00,0.58
5/29/2019 16:00:00,0.57
5/31/2019 16:00:00,0.55
6/3/2019 16:00:00,0.57
6/4/2019 16:00:00,0.54
6/7/2019 16:00:00,0.54
